gene,protein,cluster,n_cells,rho_obs,rho_null_mean,z_score,p_value,fdr_padj
GZMA,CD56,0,3446,0.20312828302850763,0.0004724913653488613,11.926357294212389,8.626645501059816e-33,8.776498028543014e-32
LYZ,HLA-DR,2,938,0.38121284777432746,0.00013692197806197646,11.918608876378588,9.46761634411504e-33,9.58706757836322e-32
GENE_14089,CD8a,0,3446,0.2089689415723791,6.45941667156241e-05,11.910574909932325,1.042559369993366e-32,1.0508028626863369e-31
GENE_15546,CD8a,0,3446,0.20807264208632736,1.2540731972357264e-05,11.90687798318116,1.0898177924211096e-32,1.0933496093409929e-31
GENE_04125,CD8a,0,3446,0.20618904628981202,0.00011102282742701212,11.897482440023456,1.2197142296854521e-32,1.2180279888149191e-31
CD3G,CD25,1,2427,0.23878803128137635,0.0011296933967964915,11.895020508094536,1.256221591089598e-32,1.2487303614179629e-31
CD3D,CD25,2,938,0.3848626133379542,0.0006207752513584822,11.844947871077846,2.2856043142062528e-32,2.261600250632397e-31
MS4A1,IgM,1,2427,0.24383765336157817,-0.0005144999937193015,11.835098438638994,2.5704176051553347e-32,2.5318613410780046e-31
GENE_09438,CD8a,0,3446,0.20618788869916577,0.00014047712021267978,11.832845311849706,2.640371389300594e-32,2.5889976473368263e-31
GENE_19877,CD8a,0,3446,0.2074443074779757,0.0003928823094019852,11.803050509533932,3.7641394969075774e-32,3.6742749053147387e-31
CD3D,CD25,1,2427,0.23906571488662576,0.0009103156143704857,11.80222391229661,3.801304787426761e-32,3.693913665629503e-31
CD3D,CD19,1,2427,-0.24079429568622585,8.384115283850227e-05,-11.784311880171867,4.7024493299470417e-32,4.549199865176447e-31
GENE_04161,CD8a,0,3446,0.20546172444625063,-0.00025153906041414705,11.76145582151731,6.166180438198495e-32,5.938716893144951e-31
GENE_19000,CD8a,0,3446,0.20805916943963768,0.0002139232211193938,11.753910338591387,6.742493238028774e-32,6.465036657879803e-31
NKG7,CD161,1,2427,0.23975006536634919,0.0006444874631786372,11.74814645833236,7.218483822220735e-32,6.890949093723494e-31
LYZ,CD56,0,3446,0.20145543145257885,0.0003768751209292651,11.716581910807285,1.048163148334478e-31,9.962147115968483e-31
CST3,CD4,2,938,-0.3841799591760122,-0.0006541579216565121,-11.715209030415698,1.0652817365021222e-31,1.0080635471616153e-30
GENE_09688,CD8a,0,3446,0.20553561494777253,0.0002662190384625814,11.709133875397992,1.1444268753665358e-31,1.07824914735621e-30
GENE_13035,CD8a,0,3446,0.2056187082363886,0.0002714611869203967,11.692179541946203,1.3975341675727024e-31,1.3110201476753445e-30
CD3D,TIGIT,0,3446,0.1964696364149953,-0.0002920667140720165,11.683620793866181,1.5456817788474735e-31,1.4437467305010669e-30
CD14,CD3,2,938,-0.3787086177386572,-0.000508338948790451,-11.672201207328227,1.7678887646338664e-31,1.644212426163772e-30
CD79A,CD4,1,2427,-0.2382040411893551,0.0013081273222047775,-11.651663237671373,2.250234817351399e-31,2.0838713030771287e-30
CD3E,CD19,1,2427,-0.2356680589479995,-0.0001590899847770293,-11.647287939681144,2.3687792514173807e-31,2.1843168671580696e-30
GENE_16888,HLA-DR,0,3446,-0.1944775036451039,-0.00018416769856883968,-11.611164156512206,3.6165782635293286e-31,3.3208157190966334e-30
CD3E,CD25,2,938,0.37979689428815305,0.0008523095886142759,11.603618042797134,3.950174847112663e-31,3.611826537423266e-30
CD8A,PD-1,0,3446,0.19043804023077776,0.00019031076324484202,11.560671995471974,6.519657343412035e-31,5.936175404694908e-30
CD14,IgM,4,932,-0.367961274048385,0.0004161698844416302,-11.55990958303207,6.577801219822596e-31,5.964056587178061e-30
CST3,CD56,0,3446,0.2013037734867369,0.00036679018870402683,11.541941476604478,8.107437534548696e-31,7.320340473902927e-30
KLRB1,CD161,1,2427,0.2362653506413916,0.00021774800469237892,11.501162453254707,1.3015063821064713e-30,1.1702756556119184e-29
GENE_16987,CD8a,0,3446,0.1986846596598557,-7.15078383219071e-05,11.498288262544717,1.3455744792842089e-30,1.204900783722678e-29
PF4,CD8a,0,3446,0.20487032151837128,0.00026286035958887426,11.496565880190836,1.3726890553266676e-30,1.2241222974867853e-29
GENE_15449,CD8a,0,3446,0.1985801100383291,0.000658605775499538,11.481040583573765,1.642912052183648e-30,1.4590944332303135e-29
CD3D,CD25,0,3446,0.19544148751235874,-0.00011649534849710599,11.476154283053917,1.7384217199103693e-30,1.5376162722635797e-29
CD19,CD4,1,2427,-0.23458110611216834,0.0008904639225584502,-11.475760282957413,1.746358918393464e-30,1.5383576325848114e-29
GENE_06740,CD8a,0,3446,0.20269662831265425,0.0004231884445770169,11.474411544240374,1.773802789048762e-30,1.5562067384083674e-29
CD3E,CD14,1,2427,-0.2211827945681052,0.00028043749616329033,-11.456621920722933,2.1784677397375316e-30,1.9035240290367867e-29
CD14,HLA-DR,2,938,0.36301914408235864,-0.00032038105341639225,11.42558056939477,3.1156636906906485e-30,2.7115033002918214e-29
GENE_11105,HLA-DR,0,3446,-0.19501070684358915,-0.0007621988156047519,-11.411462190623103,3.66515772628332e-30,3.176958717142382e-29
GZMA,CD3,1,2427,0.22675508406844092,-2.4526880070859208e-05,11.403500363296384,4.016389552118285e-30,3.467536318502121e-29
CD3E,CD25,1,2427,0.22720305373300026,0.0005093879889589254,11.392406290293037,4.562140880863162e-30,3.923079082869235e-29
CST3,HLA-DR,2,938,0.3644851493706677,-0.0004055650569447076,11.380653600462198,5.220698349320882e-30,4.471641629635712e-29
GENE_04613,HLA-DR,0,3446,-0.18949317967933374,-0.0003579343523255637,-11.367326406675286,6.082214270911384e-30,5.1890387106555e-29
CD3E,CD25,0,3446,0.19261089058845624,-0.00027950732341851513,11.36178937615395,6.480350988076237e-30,5.507027682808316e-29
CD8B,CD3,1,2427,0.22185869062089783,0.00012197684023440549,11.33330794458478,8.974986889835177e-30,7.597186168075324e-29
GENE_15449,HLA-DR,0,3446,-0.18598069385094174,-0.0003530995279933303,-11.299532764957357,1.31917987865657e-29,1.1123201544936914e-28
CD8B,PD-1,0,3446,0.1863318187529651,0.00027913783101892365,11.2881905194564,1.5009483051974608e-29,1.2606802237840689e-28
CD8B,CD8a,4,932,0.36804432770694684,-0.00025457969551890685,11.286313442190835,1.5333393562619105e-29,1.2829136621697143e-28
GENE_02017,CD8a,0,3446,0.20073917782809889,-0.0003651640704332605,11.278524845809075,1.6753163929753627e-29,1.3963117782990812e-28
GENE_19032,CD8a,0,3446,0.19623125131472394,0.00012440586872957467,11.267149142806002,1.9064298767845436e-29,1.5828481007632588e-28
CD3D,CD14,1,2427,-0.21698894721170728,0.00012024492896796463,-11.25739048831854,2.1297194465589077e-29,1.761489328508837e-28
CLEC9A,CD8a,0,3446,0.1968565893615679,-1.0208427890020627e-06,11.247600226049457,2.3797893120731155e-29,1.9608378096054909e-28
GZMA,PD-1,0,3446,0.1879901124817036,-5.6767847848602104e-05,11.216668780077729,3.377547780323007e-29,2.772403803015135e-28
GZMA,IgM,1,2427,-0.22482736882165796,-8.139063867942507e-05,-11.215484400241955,3.423070698375699e-29,2.799167623917034e-28
GENE_02320,CD8a,0,3446,0.19686672713635042,0.00024315590663105002,11.213115635596044,3.5159510050358264e-29,2.8643104616212915e-28
GENE_04161,HLA-DR,0,3446,-0.18946401059454732,-8.544373534117754e-05,-11.200508768120262,4.0539857392695064e-29,3.2902573396992585e-28
GENE_13035,HLA-DR,0,3446,-0.18638299129375754,-0.00021487036099474135,-11.172754728289407,5.543453050730087e-29,4.482336851094067e-28
LYZ,TIGIT,0,3446,-0.18244940573883958,-0.000445138154776967,-11.166987571717176,5.915312615036859e-29,4.765235106611476e-28
GENE_06740,HLA-DR,0,3446,-0.18450623901790644,-0.0002499610138058471,-11.154023421063968,6.844014585263229e-29,5.475673775896286e-28
GENE_07285,CD8a,0,3446,0.19659072146984677,0.0002486661850757061,11.15397487592177,6.847750776501585e-29,5.475673775896286e-28
CD14,CD19,4,932,-0.36057746562753934,0.0011729581875379244,-11.147167322580097,7.392229762217228e-29,5.88932422600174e-28
MS4A1,CD4,1,2427,-0.22695387180217946,0.0008085530545346847,-11.141336068275498,7.892630913594466e-29,6.264956479765277e-28
GZMA,CD8a,4,932,0.3664695264544538,-9.001752801909523e-05,11.13749642452885,8.240328948059886e-29,6.517077675345173e-28
GENE_17046,CD8a,0,3446,0.19673732064150184,0.0003477895714889741,11.136205477803609,8.360610610295263e-29,6.588161160912667e-28
LYZ,CD45RO,0,3446,-0.1935311579545483,-0.0006092596305928564,-11.133911142821502,8.578695538521068e-29,6.735519286947519e-28
CD14,CD4,2,938,-0.3667764734639312,1.4287275356011022e-05,-11.121664879979146,9.841804698708235e-29,7.699346852743951e-28
GENE_09688,HLA-DR,0,3446,-0.18701881204005966,-0.00022108773652247595,-11.110731488771261,1.112444663709115e-28,8.671466137617454e-28
CD8B,IgM,1,2427,-0.22317898379725692,9.812899911565645e-05,-11.101117034353573,1.2388575208915812e-28,9.622237447211671e-28
PF4,HLA-DR,0,3446,-0.1903320982840767,-0.00036084957024647325,-11.072702844079279,1.7018875038493727e-28,1.3171393645862823e-27
GENE_19228,HLA-DR,0,3446,-0.18510368208091102,-0.0003258395595907515,-11.052567269322553,2.1303408526278913e-28,1.6428642803005838e-27
CD3E,CD19,4,932,-0.3597659596289283,0.001276863502174009,-11.030700486869426,2.717401687366093e-28,2.0881593817455046e-27
GENE_01891,CD8a,0,3446,0.19452800439146384,0.00023918837229768372,11.01531636840873,3.224019864590877e-28,2.4687106171619895e-27
GENE_19000,HLA-DR,0,3446,-0.1876334100706081,-0.00036774695972031587,-10.993833373082738,4.0917036340496745e-28,3.1220851320371988e-27
CD3G,CD14,1,2427,-0.21416484661678387,-0.00011821142909456555,-10.97869371187654,4.838698787508972e-28,3.6791088675550676e-27
GENE_07154,HLA-DR,0,3446,-0.18931996194884082,-0.0006029683370432594,-10.966733021366538,5.523212741598931e-28,4.184895808057652e-27
GENE_07285,HLA-DR,0,3446,-0.18458525946490678,-0.000427301503342132,-10.952837367725893,6.439820601876134e-28,4.862401130406126e-27
GENE_17396,HLA-DR,0,3446,-0.18651446794447402,-0.0001768649097117119,-10.908226536628487,1.0529032931872526e-27,7.922366098391584e-27
GENE_16139,CD8a,0,3446,0.19598201450004676,0.00045461020002680007,10.89618918837961,1.2018611820828143e-27,9.011879521015428e-27
CD3G,CD25,0,3446,0.1834216947760633,-8.634862687399478e-06,10.888425874567458,1.308829122267645e-27,9.780112786048232e-27
CST3,CD45RO,0,3446,-0.18973261715408615,-0.0008546878663084377,-10.885005480164564,1.358904538383752e-27,1.0119402524665261e-26
GENE_10609,HLA-DR,0,3446,-0.18217824321703455,-0.0002750926256274399,-10.854926717872807,1.8895830364449987e-27,1.4023035753343535e-26
LYZ,IgM,4,932,-0.3433753610029964,-0.00010842971865074484,-10.851566533643588,1.9603629848398573e-27,1.4498657297433347e-26
GENE_10844,HLA-DR,0,3446,-0.18645755939799302,-0.00041387188325210124,-10.824451430274591,2.6365318213615672e-27,1.9433212438403116e-26
GENE_19877,HLA-DR,0,3446,-0.17967575394829405,-0.0006485649547722927,-10.811689655841853,3.030363103433822e-27,2.2260328288613874e-26
CD8A,CD16,1,2427,0.21906663249540795,0.00044422358742270384,10.803324778066203,3.319609628466281e-27,2.4302682651643346e-26
CD14,TIGIT,0,3446,-0.17778435374083604,-0.00011707580017090675,-10.785515200683145,4.029788786787568e-27,2.9402532999894476e-26
GENE_11354,HLA-DR,0,3446,-0.18398511964704586,-0.0003399504946239752,-10.778230669248094,4.361950549409743e-27,3.1719284699902396e-26
CD3D,CD19,4,932,-0.34997983146253464,0.001076587861996636,-10.77773494201668,4.385516931716384e-27,3.178399729441272e-26
GENE_02320,HLA-DR,0,3446,-0.18120322089643576,3.641186253827121e-05,-10.753148726047385,5.72724711426363e-27,4.136981498869762e-26
CD8B,CD38,0,3446,-0.17565210282148422,0.00039973093663562317,-10.740674865039779,6.556335784796621e-27,4.720126128124345e-26
MS4A1,CD16,4,932,-0.35668334849793554,0.0012037357188907874,-10.724540143234064,7.807445379902132e-27,5.60222984710196e-26
LYZ,CD19,4,932,-0.34152597059616396,0.0007827512233016402,-10.709903993486673,9.145660838896486e-27,6.540807603263592e-26
GENE_04125,HLA-DR,0,3446,-0.1840414241963326,-0.0008639823935774208,-10.70915553765284,9.219897033492248e-27,6.572209497229507e-26
FCER1A,CD8a,0,3446,0.18662201747072107,-0.0002372024770427327,10.703378794337445,9.813330978386621e-27,6.972291223004527e-26
GENE_09438,HLA-DR,0,3446,-0.18045619957635858,-7.174795064881991e-05,-10.699937757224891,1.0184660606375173e-26,7.212470435952614e-26
CD8A,CD8a,4,932,0.3468351900057931,-2.376602250711455e-05,10.696549431653805,1.0563907828575421e-26,7.456673701799003e-26
GENE_10069,HLA-DR,0,3446,-0.18455529264504647,-0.0003375085312484498,-10.690778114491252,1.1242378570732738e-26,7.909816351551249e-26
NCAM1,CD56,2,938,0.3565585467743004,-0.0016772942538840214,10.682160579790354,1.2336647632051886e-26,8.651623112833799e-26
CD8A,IgM,1,2427,-0.21627909625928343,0.00030363630541107114,-10.6804762746176,1.2562547304292881e-26,8.781625809162153e-26
CD19,CD3,1,2427,-0.2153486821812821,0.00030429427825958154,-10.66903806301946,1.4208971646928393e-26,9.900592141123417e-26
CD3G,HLA-DR,2,938,-0.3343118879677331,0.00022234213057181838,-10.650663064614475,1.7312745801995998e-26,1.202458979260427e-25
PPBP,HLA-DR,0,3446,-0.17824001656141672,-0.00029515081177240276,-10.647709592505311,1.7870793113616167e-26,1.2372526733931705e-25
NKG7,CD8a,1,2427,0.20365411018651922,-0.0010141948685038974,10.635542170427767,2.0364086607192853e-26,1.4053813910123222e-25
KLRB1,CD8a,1,2427,0.20693816138108698,-0.0010823015848500323,10.609024130626798,2.705600733023374e-26,1.8612815201465556e-25
PPBP,CD8a,0,3446,0.1830377171648412,0.0003332542700540974,10.596597442998299,3.0901938585161015e-26,2.1191297757608833e-25
CST3,TIGIT,0,3446,-0.1769533602618152,-0.00045307164711243616,-10.594826459643688,3.1492456386439015e-26,2.1528123971423768e-25
GENE_15546,HLA-DR,0,3446,-0.17746723273384035,-0.00022295870229760895,-10.574875735297004,3.896937517807333e-26,2.6555545915372616e-25
CD3D,HLA-DR,2,938,-0.33091481832644715,0.0006627375891473726,-10.561059242202498,4.5153748548018475e-26,3.067340849641255e-25
CST3,IgM,4,932,-0.33744075220093717,-0.00012904985691524872,-10.533902853097896,6.028209619939335e-26,4.0822282020026687e-25
GZMA,CD38,0,3446,-0.17270141100280156,0.0005380980503596456,-10.532827328558753,6.097502681699129e-26,4.116289193533337e-25
GENE_14089,HLA-DR,0,3446,-0.17716274421112405,-0.00036545160711214895,-10.486320929328002,9.984063465435603e-26,6.719088673788495e-25
NCAM1,CD8a,1,2427,0.2074295340821621,-0.0008169756081928007,10.473884598221229,1.138720289416151e-25,7.63964974354427e-25
GENE_01891,HLA-DR,0,3446,-0.17931779162524097,-4.702122140750924e-05,-10.467981280244821,1.212000454335429e-25,8.106188223903934e-25
CD3E,HLA-DR,2,938,-0.32590843160789745,9.868672697555977e-05,-10.462205403971364,1.2882176774357346e-25,8.589439098471498e-25
CST3,CD19,4,932,-0.3373735970491495,0.0012850761680679166,-10.437573652101808,1.6702520069436222e-25,1.1102564721002544e-24
GENE_02017,HLA-DR,0,3446,-0.1791566824136527,0.00033811872542953945,-10.427538056670759,1.8563579220773364e-25,1.2301919318475805e-24
GENE_16139,HLA-DR,0,3446,-0.1779987360092903,-0.000578895878417412,-10.406387502279744,2.318535159895779e-25,1.5317883205774858e-24
CD19,CD16,4,932,-0.3475238613975899,0.0006184958522256478,-10.401130328908376,2.4500938646087524e-25,1.6137852293638805e-24
GENE_01161,HLA-DR,0,3446,-0.18153205148732748,-0.0004947052487660935,-10.386340136757056,2.8612238888626664e-25,1.878870353686484e-24
NKG7,CD56,4,932,0.32836530254187263,-0.0001180613612231551,10.358297963154923,3.837293602488658e-25,2.5122100412667436e-24
MS4A1,CD3,1,2427,-0.21112383398850532,0.0005334486729846794,-10.34650029771486,4.3406353781477305e-25,2.83317977844763e-24
CD8A,CD56,2,938,0.33240777143453093,0.0006273643285572175,10.343508364152978,4.478357502929371e-25,2.9142945071615457e-24
CD14,CD45RO,0,3446,-0.1801452439468362,-0.0005121125488455286,-10.334754304867676,4.906678634237701e-25,3.183464850417095e-24
CD8A,CD3,1,2427,0.20610677941463532,9.429151387527352e-05,10.325081272439938,5.427282356725585e-25,3.5107226468729384e-24
CD3G,HLA-DR,4,932,-0.3319766054115015,0.0006684226493071499,-10.323932324392297,5.492646134449839e-25,3.542429813497857e-24
CD79A,CD16,4,932,-0.3445855591137532,0.0010910602895950689,-10.316687155456027,5.92317098949264e-25,3.8087571318191546e-24
GENE_05607,HLA-DR,0,3446,-0.17755095713305188,-0.000814665835153122,-10.306516256442046,6.584502777459782e-25,4.22148447300454e-24
NCAM1,CD56,4,932,0.3343281127194679,-0.0003971462178111749,10.301148100851828,6.9625306189512585e-25,4.450679602143769e-24
GZMA,CD56,2,938,0.32604907608608874,0.00098453917307519,10.292100215839909,7.648951296127795e-25,4.875081605502627e-24
NKG7,CD56,2,938,0.33873568599842424,-0.0012667293802129252,10.286212058072325,8.131249994533675e-25,5.16727822233269e-24
CD3G,CD8a,4,932,0.3284284841403497,-0.000618323739939649,10.270054259767296,9.615056706351113e-25,6.0923473341119475e-24
CD8A,CD38,0,3446,-0.17478173077079062,0.00042944277325078896,-10.269136012584218,9.707007984351889e-25,6.132678222183832e-24
CD79A,CD3,1,2427,-0.20972203267019363,0.0008913751054521398,-10.25673770796087,1.1037264842886367e-24,6.952835149574058e-24
KLRB1,CD56,2,938,0.34674432110923936,-0.0021663817593673405,10.221168331626338,1.5940787026384796e-24,1.0012662459761118e-23
GENE_16987,HLA-DR,0,3446,-0.16687447665639865,5.6553364571117746e-05,-10.130913586219052,4.028675880543538e-24,2.5231620326987994e-23
GENE_19228,CD3,0,3446,0.16763517941848793,1.2386020619028386e-05,10.12120989223354,4.448817851241831e-24,2.7782675168994375e-23
CD8B,CD56,2,938,0.31950509056141435,-0.0002602725630268623,10.10785298346962,5.0989427334663075e-24,3.1751175009831863e-23
KLRB1,CD56,4,932,0.3348946336351489,2.2957453228970275e-05,10.078275018659307,6.89255008247944e-24,4.27970086783179e-23
CD3D,HLA-DR,4,932,-0.32197900904693644,0.000634616292366692,-9.994708356673724,1.6075974672750147e-23,9.953324890242734e-23
LYZ,CD45RO,2,938,-0.32658795348780484,-0.000511100493074408,-9.943541553853162,2.6908662061593336e-23,1.661284065170164e-22
CD3E,HLA-DR,4,932,-0.32592209837133856,0.00037150932207220073,-9.863200718920393,6.010231050194663e-23,3.7000484902760893e-22
GENE_04125,CD3,0,3446,0.1614979244710505,0.0003678001942072787,9.793839282460679,1.1966386171120781e-22,7.345937346407573e-22
CST3,CD45RO,2,938,-0.3153839737304142,-3.760843934744226e-05,-9.742723559490774,1.9817053042523883e-22,1.2130947441567586e-21
GENE_19000,CD3,0,3446,0.16016043463521426,0.0001738407950401414,9.726037570783069,2.3351245429524136e-22,1.425412643543065e-21
GENE_13035,CD3,0,3446,0.16721247324750987,-0.00023326084912757134,9.705640308097927,2.8527939225320097e-22,1.736518098350243e-21
MS4A1,CD14,0,3446,-0.17232262984837893,-3.557603727236662e-05,-9.658852436427178,4.508862448023502e-22,2.736892135817067e-21
GENE_07154,CD3,0,3446,0.1602286297639387,0.0005213919722557353,9.642352334642881,5.296020429969298e-22,3.205719628978623e-21
CD14,CD45RO,2,938,-0.31566785675734516,0.00021002086373374539,-9.639730417904158,5.433046781074563e-22,3.2795020542029464e-21
CD8B,CD16,1,2427,0.19752561480431394,0.0002344228750414499,9.638470345729134,5.5001429998041865e-22,3.310780522382131e-21
